;username;text;sentiment;clean_teks
2232;@erlanggaan12;"Kita dukung putra terbaik sumatera 
@erickthohir
 maju pilpres 2024 agar bisa wujudkan mimpi indonesia lebih maju di masa depan.
Erick Capres Potensial

#ETNasdem

@Kiyai_MarufAmin
 

@tvOneNews
 

@KemenBUMN";Positif;dukung putra baik sumatera erickthohir maju pilpres wujud mimpi indonesia maju erick capres potensial etnasdem kiyai marufamin tvonenews kemenbumn
2233;@ona_rezz;Banyak alasan yg membuatnya layak utk didukung pada pilpres 2024 salah satunya adalah kesuksesan dlm mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2234;@suryadinanaa;"Semoga pak Erick mau maju pilpres 2024 nanti, kami Warga sumatro tegak lurus mendukung bapak, Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;moga erick maju pilpres warga sumatro tegak lurus dukung erick capres potensial erickthohir etnasdem
2235;@febyclaudia61;"mendapat dukungan dalam pemilu 2024 erick thohir berpotensi menjadi kandidat kuat. Erick Capres Potensial
#ETNasdem";Positif;dukung milu erick thohir potensi kandidat kuat erick capres potensial etnasdem
2236;@ahmadbaibaihaqi;"Sebagai orang yang hebat, nama pak ET masuk dalam daftar orang yang akan diusung di pilpres 2024. 
Erick Capres Potensial

#ETNasdem";Positif;orang hebat nama et masuk daftar orang usung pilpres erick capres potensial etnasdem
2237;@Insyirah_ma;"inilah pak 
@erickthohir
 putera terbaik asal sumatera, beliau sangat layak untuk maju di Pilpres 2024. dan banyak alasan yang mendukung itu, Erick Capres Potensial

#ETNasdem";Positif;erickthohir putera baik sumatera beliau layak maju pilpres alas dukung erick capres potensial etnasdem
2238;@squire_gina;"Kali ini Herman deru wakili sumatera untuk menjagokan Erick Thohir untuk maju pilpres 2024
Karena Erick Capres Potensial
#ETNasdem";Positif;kali herman deru wakil sumatera jago erick thohir maju pilpres erick capres potensial etnasdem
2239;@GilangHamdan6;"Dari keprofesionalan tersebutlah, banyak orang yang menginginkan beliau maju di pilpres 2024. 
Erick Capres Potensial

#ETNasdem";Positif;profesional orang beliau maju pilpres erick capres potensial etnasdem
2240;@topaun;"Erick Capres Potensial tidak heran NasDem memasukkan tokoh pemimpin peduli tersebut sebagai salah satu kandidat yang akan diusung pada Pilpres 2024 mendatang

#ETNasdem";Positif;erick capres potensial heran nasdem masuk tokoh pimpin peduli salah kandidat usung pilpres etnasdem
2241;@lovindr4;Tak diragukan sih, Pak Erick Thohir merupakan sosok pemimpin muda yang cerdas dan bisa merangkul seluruh pihak sehingga cocok untuk didukung di pilpres 2024 #ETNasdem Erick Capres Potensial;Positif;ragu sih erick thohir sosok pimpin muda cerdas rangkul cocok dukung pilpres etnasdem erick capres potensial
2242;@fitriiizahra;"Peluang Erick sangat besar. Bahkan, ia bisa menjadi penentu dari peta kontestasi menuju Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;peluang erick tentu peta kontestasi pilpres erick capres potensial etnasdem
2243;@wahyuning_linda;"Mendekatnya Pilpres 2024. Dukungan untuk pak ET semakin banyak. 
Erick Capres Potensial

#ETNasdem";Positif;dekat pilpres dukung et erick capres potensial etnasdem
2244;@Vira3s;"Erick Capres Potensial, wilayah sumatera sangat mendukung beliau untuk maju pada ajang pilpres 2024

#ETNasdem";Positif;erick capres potensial wilayah sumatera dukung beliau maju ajang pilpres etnasdem
2245;@arrpliswin;Sudah terbukti sih transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;bukti sih transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2246;@Adi_tmo;"Erick Capres Potensial Peluang besar ET yg akan diusung & di dukung oleh Partai NasDem sbg bekal untuk pilpres 2024

Nasdem Dukung ET
#ETNasdem";Positif;erick capres potensial peluang et usung dukung partai nasdem bekal pilpres nasdem dukung et etnasdem
2247;@ayookerja;"Mewakili Sumatera Herman Deru menjagokan Erick Thohir untuk maju Pilpres 2024.
Erick Capres Potensial
#ETNasdem";Positif;wakil sumatera herman deru jago erick thohir maju pilpres erick capres potensial etnasdem
2248;@wahyuning_linda;"Semakin dekatnya pemilu. Pak ET masuk ke dalam radar NasDem sebagai capres 2024
Erick Capres Potensial

#ETNasdem";Netral;dekat milu et masuk radar nasdem capres erick capres potensial etnasdem
2249;@adindo_r;Membawa harum nama Sumsel dan Lampung, menteri ET harus terus maju hingga pilpres 2024. Capres Potensial #ETNasdem;Netral;bawa harum nama sumsel lampung menteri et maju pilpres capres potensial etnasdem
2250;@AdmirawatiW;"Pak ET masuk dalam pertimbangan NasDem pada pilpres 2024
Erick Capres Potensial

#ETNasdem";Netral;et masuk timbang nasdem pilpres erick capres potensial etnasdem
2251;@Dontdis72230334;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2252;@wahyuning_linda;"Menjelang Pilpres 2024 nama-nama yang muncul semakin kuat untuk menjadi capres
Erick Capres Potensial
#ETNasdem";Positif;jelang pilpres namanama muncul kuat capres erick capres potensial etnasdem
2253;@mohsamsulhadii;"Sosok Erick Thohir merupakan kandidat calon paling kuat dari klaster menteri yang potensial untuk maju dalam kontestasi Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;sosok erick thohir kandidat calon kuat klaster menteri potensial maju kontestasi pilpres erick capres potensial etnasdem
2254;@Sahlakam;"Ada banyak alasan Nasdem mendukung Erick Thohir sebagai capres karena beberapa hal penting untuk maju pilpres tahun 2024.
Erick Capres Potensial

#ETNasdem";Positif;alas nasdem dukung erick thohir capres maju pilpres erick capres potensial etnasdem
2255;@kamariahsaleh7;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri untuk maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2256;@ahmadfa02;"Keinginan dari seorang Pak Herman Deru memilih Pak 
@erickthohir
 untuk maju di Pilpres 2024.

@tvOneNews
 
Erick Capres Potensial

#ETNasdem";Positif;herman deru pilih erickthohir maju pilpres tvonenews erick capres potensial etnasdem
2257;@ayuuusyafitri;"Relawan-relawan ET memiliki satu tujuan sama yakni mendorong ET agar mengikuti kontestasi Pemilu 2024 sebagai Capres. 
Erick Capres Potensial 
#ETNasdem";Positif;relawanrelawan et milik tuju dorong et ikut kontestasi milu capres erick capres potensial etnasdem
2258;@aviewla;Banyak sekali alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2259;@sikageni;Pak Erick Thohir yang layak untuk di dukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;erick thohir layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2260;@MariaaaDinda;"Kesamaan visi dan ideologi itu salah satu alasan Nasdem mengusung pak Erick untuk maju di pilpres 2024.
Erick Capres Potensial

#ETNasdem";Positif;sama visi ideologi salah alas nasdem usung erick maju pilpres erick capres potensial etnasdem
2261;@lailafariqoh;"Pak Erick memang tidak diragukan lagi beliau pantas maju di Pilpres 2024,karena kita juga tau prestasi pak Erick juga bnyak bahkan beliau bisa kita sebut sukses memimpin BUMN. Erick Capres Potensial

#ETNasdem";Positif;erick ragu beliau maju pilpres tau prestasi erick bnyak beliau sukses pimpin bumn erick capres potensial etnasdem
2262;@maliqahzan;"Partai Nasdem menyuarakan nama pak Erick untuk maju di pilpres 2024 karena ia dianggap sangat cocok menjadi pemimpin masa depan.
Erick Capres Potensial

#ETNasdem";Positif;partai nasdem suara nama erick maju pilpres anggap cocok pimpin erick capres potensial etnasdem
2263;@Alcarlita11;"Aku sih sangat setuju jika DPW NasDem Lampung akan mengusulkan Menteri BUMN Erick Thohir sebagai calon presiden (capres) pada Pemilu 2024, karena emang beliau pantas dan layak maju di Pilpres nanti 
Erick Capres Potensial #ETNasdem";Positif;sih tuju dpw nasdem lampung usul menteri bumn erick thohir calon presiden capres milu emang beliau layak maju pilpres erick capres potensial etnasdem
2264;@Ridwan8k;Luar biasa! Saya sanbat berharap menteri Erick Thohir merupakan pilihan tepat yang bakal didukung pada pilpres 2024 mendatang. Capres Potensial #ETNasdem;Positif;sanbat harap menteri erick thohir pilih dukung pilpres capres potensial etnasdem
2265;@HaryadiJinggo;"Menurut gue wajar jika pak Herman Deru & Herman HN ingin agar tokoh terbaik Sumatera pak ET maju di Pilpres 2024. Mewakili perasaan kami juga , Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;wajar herman deru herman hn tokoh baik sumatera et maju pilpres wakil asa erick capres potensial erickthohir etnasdem
2266;@HamdiTaijer;"Faktor Kesamaan Visi & Ideologi Menjadi Acuan Partai ini Mendukung Menteri BUMN untuk maju di pemilu 2024.
Erick Capres Potensial

#ETNasdem";Positif;faktor sama visi ideologi acu partai dukung menteri bumn maju milu erick capres potensial etnasdem
2267;@abhalim57;Ternyata banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2268;@fitriiizahra;"Peningkatan elektabilitas Menteri BUMN Erick Thohir menjadi modal besar untuk menatap Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;tingkat elektabilitas menteri bumn erick thohir modal tatap pilpres erick capres potensial etnasdem
2269;@mirajan07;"Peta Politik Pemilu 2024 Sudah Mulai Ramai Dengan Segala Beritanya, kabarnya menteri BUMN ini di usulkan oleh DPW Nasdem Lampung.
Erick Capres Potensial

#ETNasdem";Netral;peta politik milu ramai berita kabar menteri bumn usul dpw nasdem lampung erick capres potensial etnasdem
2270;@sseremih;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN, mantappp bgt Pak Erick#ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn mantappp banget ericketnasdem erick capres potensial
2271;@Zeefanya52;Banyak alasan sih yang membuat pak erick thohir ini layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas sih erick thohir layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2272;@Atiwewe1;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dlm Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2273;@mohsamsulhadii;"Prestasi dan capaian Erick Thohir saat ini adalah bagian dari bonus elektoral modal untuk Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;prestasi capai erick thohir bonus elektoral modal pilpres erick capres potensial etnasdem
2274;@Anabellokk;Begitu Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2275;@ayuuusyafitri;"Erick Thohir mulai menguat dan meleading dalam tahap surfacing (pemunculan) kandidat Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;erick thohir kuat meleading tahap surfacing muncul kandidat pilpres erick capres potensial etnasdem
2276;@ciciparamida35;"Indonesia membutuhkan sosok pemimpin muda dan cerdas serta bisa merangkul seluruh pihak seperti 
@erickthohir
 semoga saja Pak Erick mau maju pilpres 2024.
Erick Capres Potensial

#ETNasdem

@jokowi
 
@hariankompas
 
@KemenBUMN";Positif;indonesia butuh sosok pimpin muda cerdas rangkul erickthohir moga erick maju pilpres erick capres potensial etnasdem jokowi hariankompas kemenbumn
2277;@Riaarjiani;Kata Pengamat, Inilah Sosok yang Berpotensi Jadi 'King Maker' di Pilpres 2024 Selain Megawati;Netral;amat sosok potensi king maker pilpres megawati
2278;@Mars_Sahsa;USIR TKA CHINA PENJAJAH EKONOMI NKRI, SWBWLUM MERUSAK PEMILU 2024...;Negatif;usir tka china jajah ekonomi nkri swbwlum rusak milu
2279;@Moenir_Kang;"Yang terbaru di kantor 
@bawaslukabsmg
 demi menyambut Pemilu 2024. Banyak ruang terbuka, untuk memenuhi kebutuhan healing ditengah penatnya tugas.";Positif;baru kantor bawaslukabsmg sambut milu ruang buka penuh butuh healing tengah penat tugas
2280;@nawacitadotco;KPU Anggarkan Rp 76 Triliun Untuk Pemilu 2024, Berikut Rinciannya;Netral;kpu anggar rupiah triliun milu rinciannya
2281;@nawacitamedia;KPU Anggarkan Rp 76 Triliun Untuk Pemilu 2024, Berikut Rinciannya;Netral;kpu anggar rupiah triliun milu rinciannya
2282;@NAWACIT4;KPU Anggarkan Rp 76 Triliun Untuk Pemilu 2024, Berikut Rinciannya;Netral;kpu anggar rupiah triliun milu rinciannya
2283;@portalbwi;Kolaborasi Kapolri Terima Audiensi KPU, Siap Amankan Tahapan Pemilu Serentak 2024;Positif;kolaborasi kapolri terima audiensi kpu aman tahap milu serentak
2284;@BimataIndonesia;Dulang Suara di Pemilu 2024, Gerindra Pekalongan Gandeng Kaum Perempuan;Netral;dulang suara milu gerindra kalong gandeng kaum perempuan
2285;@inakini_id;"Prabowo Jadi Pilihan Capres Favorit Generasi Digital Native di Pilpres 2024
https://inakini.com/2022/05/19/prabowo-jadi-pilihan-capres-favorit-generasi-digital-native-di-pilpres-2024/…";Positif;prabowo pilih capres favorit generasi digital native pilpres
2286;@voidotid;PSI merespons perkataan Ketum PBNU Gus Yahya yang menegaskan agar partai tidak mengekploitasi Nahdlatul Ulama (NU) untuk kepentingan politik menjelang Pemilu 2024.;Positif;pssi respons kata tum pbnu gus yahya partai mengekploitasi nahdlatul ulama nu penting politik jelang milu
2287;@idntimes;KPU butuh Rp2,8 triliun untuk susun tahapan Pemilu 2024;Netral;kpu butuh rupiah triliun susun tahap milu
2288;@kpukalbarprov;"#TemanPemilih, KPU Kalbar mengikuti Rapat Koordinasi Pemutakhiran Data Pemilih Berkelanjutan tingkat Nasional untuk Keperluan Pemilu Tahun 2024 yang diselenggarakan KPU RI secara daring, Selasa (24/5).
#KPUMelayani #PemiluSerentak2024";Netral;temanpemilih kpu kalbar ikut rapat koordinasi mutakhir data pilih lanjut tingkat nasional perlu milu selenggara kpu ri daring selasa kpumelayani pemiluserentak
2289;@Rumahkitatanjab;Tim Relawan Kawulo Alit Provinsi Jambi Dukung Ganjar Pranowo di Pilpres 2024;Positif;tim rawan kawulo alit provinsi jambi dukung ganjar pranowo pilpres
2290;@delapanenamcom;Terima Audiensi KPU, Kapolri Komitmen Amankan Seluruh Tahapan Pemilu 2024;Positif;terima audiensi kpu kapolri komitmen aman tahap milu
2291;@jagabalicom;Terima Audiensi KPU, Kapolri Komitmen Amankan Seluruh Tahapan Pemilu 2024;Positif;terima audiensi kpu kapolri komitmen aman tahap milu
2292;@kabarlensa2021;I've just posted a new blog: Terima Audiensi KPU, Kapolri Komitmen Amankan Seluruh Tahapan Pemilu 2024;Positif;ive just posted a new blog terima audiensi kpu kapolri komitmen aman tahap milu
2293;@Paltiwest;"Ormas Projo sedang menjadi sorotan setelah Presiden Joko Widodo berbicara dalam Rakernas V PROJO di Borobudur, Magelang, Jateng, akhir pekan lalu.

Projo dituduh henbuskan opini bahwa telah mendukung Ganjar Pranowo dalam Pilpres 2024.

#ProjoOraKesusu";Positif;ormas projo sorot presiden joko widodo bicara rakernas v projo borobudur magelang jawa pekan projo tuduh henbuskan opini dukung ganjar pranowo pilpres projoorakesusu
2294;@HSolsel;"Polres Solok Selatan laksanakan Latihan Pengendalian Massa(Dalmas) di lapangan Apel Polres Solok Selatan,kegiatan tersebut melibatkan Personil Polres Solok Selatan Dan Polsek Sejajaran, 
Kegiatan tersebut bertujuan sebagai persiapan untuk menyambut Pemilu Serentak Tahun 2024";Netral;polres solok selatan laksana latih kendali massadalmas lapang apel polres solok selatankegiatan libat personil polres solok selatan polsek sejajar giat tuju siap sambut milu serentak
2295;@inakini_id;"Anggaran Sampai Triliunan, Kotak Suara Pemilu 2024 Hanya Pakai Kardus
https://inakini.com/2022/05/18/anggaran-sampai-triliunan-kotak-suara-pemilu-2024-hanya-pakai-kardus/…";Netral;anggar triliun kotak suara milu pakai kardus
2296;@inakini_id;"Pemilu 2024 Semakin Dekat, KPK Ingin Parpol Jadi Tameng Untuk Cegah Korupsi Bukan Jadi Lumbung
https://inakini.com/2022/05/18/pemilu-2024-semakin-dekat-kpk-ingin-parpol-jadi-tameng-untuk-cegah-korupsi-bukan-jadi-lumbung/…";Positif;milu kpk parpol tameng cegah korupsi lumbung
2297;@liputan6dotcom;NasDem Sebut Jokowi Belum Beri Sinyal Dukung Ganjar di Pilpres 2024;Negatif;nasdem jokowi sinyal dukung ganjar pilpres
2298;@epicentrum_news;Peneliti BRIN Ungkap Airlangga Hartarto Calon Prospektif di Pilpres 2024;Netral;teliti brin airlangga hartarto calon prospektif pilpres
2299;@JarrFajarr_;Kata Pengamat, Inilah Sosok yang Berpotensi Jadi 'King Maker' di Pilpres 2024 Selain Megawati;Netral;amat sosok potensi king maker pilpres megawati
2300;@BizlawIndonesia;Ketua GP Ansor Puji Kinerja Erick Thohir Tangani COVID-19, Pengamat: Sinyal Dukungan untuk Maju Pilpres 2024;Positif;ketua gp ansor puji kerja erick thohir tangan covid amat sinyal dukung maju pilpres
